"{15,7->9}"
"{17,16->1}"
"{14,4->6}"
"{12,6->3}"
"{9,2->7}"
"{14,14->0}"
"{17,15->2}"
"{15,0->2}"
"{15,13->0}"
"{17,7->10}"
"{15,3->4}"
"{17,14->11}"
"{8,1->7}"
"{15,12->1}"
"{14,6->4}"
"{10,0->5}"
"{12,0->3}"
"{13,5->4}"
"{2,0->1}"
"{3,0->0}"
"{12,4->6}"
"{7,0->2}"
"{14,5->2}"
"{11,3->5}"
"{7,1->2}"
"{15,10->6}"
"{17,12->2}"
"{16,16->4}"
